FORECAST,AVERAGE PAYMENT,AVERAGE BILL,CREDIT SCORES,AGE,SEX,MARRIAGE,EDUCATION,LAST PAYMENT
18917.541,1450.3333333333300,26940.33333333330,668,early 20s,Female,Single,University,Late Payment
322694.66,48811.0,135652.5,690,early 20s,Male,Single,Graduate School,Use of Revolving Credit
118923.086,1199.0,28005.166666666700,648,early 30s,Female,Divorced,University,Use of Revolving Credit
192846.94,4820.666666666670,167229.66666666700,675,late 30s,Male,Single,University,Late Payment
330047.6,10833.833333333300,269243.3333333330,702,late 30s,Female,Single,Graduate School,Use of Revolving Credit
175122.55,4666.666666666670,58526.833333333300,683,early 30s,Male,Single,Graduate School,Use of Revolving Credit
144213.94,3900.0,116773.5,675,40,Male,Married,Graduate School,Late Payment
187861.83,4819.0,118823.83333333300,668,40,Female,Single,University,Use of Revolving Credit
324292.5,29537.83333333330,99107.83333333330,689,late 30s,Female,Single,University,No Consumption
141017.03,2328.333333333330,53616.0,669,40,Female,Married,University,Use of Revolving Credit
71146.86,5258.166666666670,10368.666666666700,654,early 20s,Male,Single,University,Use of Revolving Credit
133706.52,6199.5,55561.5,644,40,Female,Divorced,High School,Use of Revolving Credit
159428.6,5333.333333333330,73242.66666666670,679,late 30s,Male,Married,University,Use of Revolving Credit
95095.67,831.1666666666670,8071.833333333330,675,late 30s,Female,Married,University,Use of Revolving Credit
145020.64,3050.0,78257.33333333330,666,40,Female,Married,University,Use of Revolving Credit
71108.58,1282.0,21127.166666666700,665,early 20s,Female,Single,University,Use of Revolving Credit
67014.6,1033.3333333333300,14563.5,667,late 20s,Male,Single,High School,Late Payment
92907.305,1704.0,48215.5,675,late 20s,Female,Single,University,Late Payment
160026.62,2562.1666666666700,74466.16666666670,681,early 30s,Female,Married,University,Use of Revolving Credit
62746.695,1048.1666666666700,8943.666666666670,665,early 20s,Female,Single,University,Use of Revolving Credit
115438.625,3517.5,80462.16666666670,674,early 20s,Female,Single,University,Late Payment
202935.22,12301.5,6401.5,676,late 20s,Female,Single,University,Paid In Full
119135.586,3236.6666666666700,9865.5,670,early 20s,Female,Single,University,Paid In Full
84094.766,1556.8333333333300,13699.166666666700,670,early 30s,Male,Single,University,Late Payment
171643.39,7958.166666666670,43312.5,688,late 30s,Male,Married,University,Use of Revolving Credit
159886.58,4243.166666666670,37340.66666666670,688,late 30s,Female,Single,Graduate School,Use of Revolving Credit
161489.67,168.5,123.0,680,early 20s,Female,Single,Graduate School,Paid In Full
143275.33,10298.5,37213.0,662,40,Male,Single,University,Use of Revolving Credit
194905.3,4260.666666666670,112893.83333333300,688,early 30s,Female,Married,University,Use of Revolving Credit
153254.16,5500.0,20362.0,686,early 30s,Male,Single,Graduate School,Use of Revolving Credit
128627.32,3885.6666666666700,92718.83333333330,671,early 20s,Female,Single,University,Use of Revolving Credit
76450.97,1752.6666666666700,26921.666666666700,665,early 20s,Female,Single,University,Use of Revolving Credit
290050.97,24005.33333333330,94149.5,661,late 20s,Female,Single,Graduate School,Use of Revolving Credit
100628.83,1931.3333333333300,32470.5,677,early 20s,Female,Married,University,Use of Revolving Credit
90356.64,1882.3333333333300,43613.16666666670,668,early 20s,Female,Single,University,Use of Revolving Credit
92743.4,1228.0,23858.83333333330,678,early 30s,Male,Single,Graduate School,Late Payment
207802.52,5457.833333333330,140056.16666666700,683,late 20s,Female,Single,University,Use of Revolving Credit
63606.766,2216.6666666666700,24464.166666666700,662,early 20s,Male,Single,University,Use of Revolving Credit
202333.84,4371.166666666670,113467.16666666700,697,late 20s,Female,Married,University,Use of Revolving Credit
213941.89,11989.0,10200.5,680,40,Female,Married,University,Paid In Full
199334.28,6120.166666666670,5738.166666666670,682,late 20s,Female,Single,High School,Paid In Full
237819.64,21862.83333333330,121298.83333333300,648,40,Male,Married,University,Use of Revolving Credit
192431.72,4718.833333333330,114616.16666666700,684,early 30s,Female,Married,University,Use of Revolving Credit
69529.69,1292.0,16935.666666666700,667,early 20s,Female,Single,University,Use of Revolving Credit
127974.22,4192.666666666670,16597.5,673,early 20s,Female,Single,University,Paid In Full
43507.82,972.3333333333330,15449.166666666700,657,early 20s,Male,Single,High School,Use of Revolving Credit
109133.95,1666.6666666666700,39221.0,663,40,Female,Single,High School,Use of Revolving Credit
238045.58,7787.0,5815.0,690,late 20s,Female,Single,Graduate School,Paid In Full
337194.94,9833.333333333330,262994.3333333330,720,late 30s,Female,Married,University,Use of Revolving Credit
139716.78,2428.333333333330,56774.333333333300,668,40,Female,Married,University,Use of Revolving Credit
203586.16,5717.666666666670,151058.83333333300,674,late 30s,Male,Single,University,Use of Revolving Credit
148365.67,1235.5,37675.66666666670,683,late 20s,Female,Single,Graduate School,Use of Revolving Credit
68342.51,1985.8333333333300,8702.666666666670,672,early 20s,Female,Married,University,Use of Revolving Credit
206918.31,7379.333333333330,22015.5,676,early 30s,Female,Married,High School,Paid In Full
190944.48,6551.833333333330,10614.833333333300,677,late 20s,Female,Single,University,Paid In Full
69189.11,2033.3333333333300,22369.0,662,40,Male,Married,High School,Late Payment
254809.61,10023.0,8701.166666666670,706,early 30s,Male,Married,Graduate School,Paid In Full
253485.45,7000.0,218199.5,682,40,Female,Married,High School,Use of Revolving Credit
193221.95,2935.333333333330,3173.6666666666700,683,late 30s,Male,Married,University,Paid In Full
153749.97,2898.6666666666700,96048.33333333330,670,40,Male,Married,High School,Use of Revolving Credit
401209.12,49782.0,73304.83333333330,741,late 20s,Female,Married,University,Paid In Full
421332.66,16030.0,397792.6666666670,696,40,Female,Single,University,Use of Revolving Credit
63769.977,913.3333333333330,19661.0,658,early 20s,Male,Single,University,Use of Revolving Credit
136936.38,1563.5,19395.166666666700,677,early 30s,Male,Single,Graduate School,Use of Revolving Credit
55359.39,1133.3333333333300,29201.666666666700,666,late 20s,Male,Single,High School,Late Payment
96221.71,11064.666666666700,21541.5,649,early 20s,Female,Single,University,Use of Revolving Credit
207721.89,219.8333333333330,296.5,692,late 20s,Female,Married,Graduate School,Paid In Full
125241.164,3916.6666666666700,14342.833333333300,660,40,Female,Married,University,Use of Revolving Credit
157651.98,288.3333333333330,368.6666666666670,642,40,Female,Divorced,University,Paid In Full
560831.0,83783.33333333330,232146.16666666700,776,early 30s,Female,Single,Graduate School,Use of Revolving Credit
149585.1,651.0,755.3333333333330,680,early 30s,Female,Married,High School,Paid In Full
49892.984,2401.333333333330,69194.0,668,early 20s,Female,Single,University,Late Payment
96871.625,1530.3333333333300,26455.166666666700,660,40,Female,Single,High School,Use of Revolving Credit
108928.055,1214.0,22571.0,681,late 30s,Female,Married,University,Use of Revolving Credit
116155.52,496.8333333333330,443.8333333333330,670,early 30s,Male,Single,University,Late Payment
204244.5,1324.3333333333300,1571.0,684,early 30s,Female,Married,University,Paid In Full
75276.34,2845.0,52204.833333333300,665,early 20s,Female,Single,University,Use of Revolving Credit
139482.05,1995.8333333333300,54294.833333333300,679,late 30s,Female,Married,University,Use of Revolving Credit
217867.88,5057.833333333330,143585.33333333300,690,late 20s,Female,Single,University,Use of Revolving Credit
248705.53,6589.666666666670,169321.83333333300,671,40,Male,Single,Graduate School,Use of Revolving Credit
87452.01,3680.8333333333300,12647.666666666700,664,early 20s,Female,Single,University,Use of Revolving Credit
122422.445,3987.5,6908.666666666670,672,late 30s,Female,Married,University,Use of Revolving Credit
67727.95,1633.3333333333300,37664.66666666670,659,early 20s,Male,Single,University,Use of Revolving Credit
63427.43,1021.5,8665.333333333330,664,early 20s,Female,Single,University,Use of Revolving Credit
88381.22,1404.3333333333300,17651.0,672,40,Female,Single,Graduate School,Late Payment
114384.414,6836.833333333330,17333.333333333300,664,early 20s,Female,Single,Graduate School,Use of Revolving Credit
186181.16,4666.666666666670,97006.16666666670,677,40,Male,Married,Graduate School,Use of Revolving Credit
147652.4,4707.833333333330,44292.16666666670,680,early 30s,Female,Single,University,Use of Revolving Credit
184153.25,3139.333333333330,104111.33333333300,686,late 20s,Female,Single,University,Use of Revolving Credit
187398.39,5466.666666666670,162134.83333333300,687,late 20s,Female,Single,Graduate School,Late Payment
157690.64,2183.333333333330,52172.5,679,late 30s,Male,Single,Graduate School,Use of Revolving Credit
109197.2,2216.6666666666700,23477.83333333330,677,late 30s,Female,Married,University,Use of Revolving Credit
80298.16,1211.1666666666700,30908.83333333330,667,early 20s,Female,Single,University,Use of Revolving Credit
156973.67,9618.666666666670,18582.666666666700,681,early 30s,Female,Married,University,Use of Revolving Credit
119897.04,2308.333333333330,57654.5,672,late 30s,Male,Married,High School,Use of Revolving Credit
81468.47,1230.3333333333300,23486.5,657,40,Female,Single,High School,Use of Revolving Credit
105484.88,1149.6666666666700,9293.333333333330,671,late 30s,Female,Single,University,Use of Revolving Credit
74555.625,1692.6666666666700,19434.83333333330,661,early 20s,Male,Single,University,Use of Revolving Credit
187975.78,2204.1666666666700,4308.166666666670,687,late 20s,Female,Single,Graduate School,Paid In Full
97200.18,1040.6666666666700,20704.0,659,40,Female,Single,University,Use of Revolving Credit
137590.53,415.0,675.0,671,late 20s,Male,Single,University,Paid In Full
97718.33,761.1666666666670,8978.833333333330,670,late 20s,Male,Married,University,Use of Revolving Credit
95237.26,2233.333333333330,37644.16666666670,668,early 20s,Male,Single,Graduate School,Use of Revolving Credit
164323.11,3055.1666666666700,90228.0,678,late 20s,Female,Single,University,Use of Revolving Credit
73137.31,1433.3333333333300,29218.166666666700,669,early 20s,Female,Single,University,Late Payment
169050.9,2043.1666666666700,3722.8333333333300,681,early 20s,Female,Single,Graduate School,Paid In Full
86418.875,776.8333333333330,7815.333333333330,678,late 20s,Male,Single,Graduate School,Late Payment
222430.64,4770.833333333330,5448.833333333330,688,40,Female,Married,Graduate School,Paid In Full
91658.5,993.3333333333330,20949.83333333330,670,late 30s,Male,Married,High School,Use of Revolving Credit
125985.15,2914.5,21896.5,681,early 30s,Female,Married,University,Use of Revolving Credit
187127.92,10428.666666666700,19732.5,677,early 30s,Male,Single,Graduate School,Use of Revolving Credit
120505.375,1428.1666666666700,29076.33333333330,678,late 30s,Female,Married,University,Use of Revolving Credit
253161.25,7596.5,225749.66666666700,683,late 20s,Male,Single,High School,Use of Revolving Credit
121338.36,2735.333333333330,49692.66666666670,676,late 30s,Female,Single,High School,Use of Revolving Credit
110379.35,2079.1666666666700,37647.333333333300,677,late 30s,Female,Married,High School,Use of Revolving Credit
183779.84,1327.6666666666700,2642.5,674,early 30s,Male,Single,University,Paid In Full
113399.77,4318.666666666670,12447.0,671,late 20s,Male,Single,High School,Use of Revolving Credit
169948.56,5113.166666666670,131184.16666666700,674,late 30s,Female,Single,High School,Use of Revolving Credit
186938.62,5141.166666666670,116418.5,680,late 20s,Female,Single,University,Use of Revolving Credit
240309.2,19576.83333333330,80998.83333333330,671,early 30s,Female,Married,Graduate School,Use of Revolving Credit
171990.97,3066.0,3788.0,689,early 20s,Female,Married,Graduate School,Paid In Full
201464.84,1135.0,1135.0,678,40,Male,Married,Graduate School,Paid In Full
315028.44,13859.5,14138.166666666700,713,early 30s,Female,Married,Graduate School,No Consumption
141002.02,4516.666666666670,58197.16666666670,678,late 20s,Male,Married,University,Use of Revolving Credit
99506.89,1983.3333333333300,6230.0,674,early 20s,Female,Single,Graduate School,Use of Revolving Credit
178343.47,3068.6666666666700,82729.83333333330,679,late 20s,Male,Single,Graduate School,Use of Revolving Credit
122724.23,3483.0,24631.5,671,early 30s,Male,Single,University,Use of Revolving Credit
156037.19,9890.166666666670,8342.333333333330,680,early 30s,Female,Married,University,Use of Revolving Credit
142729.22,4233.333333333330,88186.66666666670,674,40,Female,Married,University,Late Payment
106496.23,3320.333333333330,6132.5,665,late 20s,Male,Single,University,Use of Revolving Credit
85224.29,1633.3333333333300,35921.166666666700,680,late 20s,Male,Single,Graduate School,Late Payment
40960.516,876.3333333333330,7076.0,663,early 20s,Female,Single,University,Use of Revolving Credit
148107.83,11330.833333333300,63336.333333333300,644,40,Male,Single,High School,Use of Revolving Credit
85874.234,2500.0,44005.16666666670,662,early 20s,Male,Single,University,Use of Revolving Credit
88643.67,1283.3333333333300,16998.833333333300,679,early 30s,Male,Single,Graduate School,Late Payment
155540.9,3705.3333333333300,49816.833333333300,662,40,Male,Single,Graduate School,Use of Revolving Credit
139490.55,6124.166666666670,20083.166666666700,662,early 30s,Female,Single,University,Use of Revolving Credit
235645.14,6266.666666666670,154531.0,691,early 30s,Male,Single,Graduate School,Late Payment
112088.27,874.6666666666670,19745.166666666700,669,early 30s,Female,Single,University,Use of Revolving Credit
246834.75,5821.0,172575.33333333300,693,early 30s,Male,Married,University,Use of Revolving Credit
88503.11,1193.1666666666700,14269.333333333300,653,40,Male,Single,University,Use of Revolving Credit
71307.34,1274.3333333333300,27105.166666666700,661,early 20s,Male,Single,University,Use of Revolving Credit
133209.02,863.0,29257.5,677,40,Male,Married,Graduate School,Late Payment
90386.695,666.6666666666670,11132.0,630,40,Male,Divorced,High School,Use of Revolving Credit
53134.758,1501.8333333333300,24303.666666666700,660,early 20s,Male,Single,High School,Use of Revolving Credit
76596.61,3369.0,40043.333333333300,672,early 20s,Female,Married,High School,Use of Revolving Credit
284093.0,23362.666666666700,43111.833333333300,686,late 30s,Female,Single,Graduate School,Paid In Full
117483.98,3218.6666666666700,82868.0,671,late 20s,Female,Single,High School,Use of Revolving Credit
177987.83,4099.333333333330,6015.833333333330,686,early 30s,Female,Single,Graduate School,Late Payment
126946.81,2116.6666666666700,68111.0,674,early 20s,Male,Single,University,Use of Revolving Credit
222279.92,23803.5,35232.5,651,late 30s,Male,Married,Graduate School,Use of Revolving Credit
284721.28,7165.666666666670,230703.66666666700,697,late 20s,Male,Married,University,Use of Revolving Credit
147130.05,3030.5,47522.16666666670,684,early 30s,Female,Married,University,Use of Revolving Credit
186068.4,3268.1666666666700,81438.33333333330,686,late 30s,Female,Single,Graduate School,Use of Revolving Credit
176490.47,3607.6666666666700,104806.5,671,40,Female,Married,University,Use of Revolving Credit
234010.67,6477.666666666670,6693.333333333330,663,early 30s,Female,Divorced,University,Paid In Full
259088.25,9376.5,196778.0,679,early 30s,Female,Single,University,Use of Revolving Credit
140486.16,1389.5,27397.666666666700,682,late 20s,Female,Single,Graduate School,Use of Revolving Credit
108225.45,11063.166666666700,680.5,649,early 20s,Female,Single,University,Late Payment
294829.62,28003.666666666700,155988.16666666700,659,early 30s,Male,Single,University,Use of Revolving Credit
65428.883,2016.6666666666700,2240.0,658,early 20s,Male,Single,High School,Use of Revolving Credit
118306.79,3919.0,14591.166666666700,664,early 30s,Male,Single,University,Use of Revolving Credit
199694.16,8714.666666666670,11545.666666666700,672,40,Male,Married,University,Paid In Full
228268.89,7714.666666666670,8512.333333333330,695,late 30s,Male,Married,Graduate School,Paid In Full
102070.63,1482.0,2375.5,669,late 20s,Female,Single,High School,Use of Revolving Credit
158268.05,2433.333333333330,66204.5,684,early 30s,Female,Married,University,Use of Revolving Credit
124437.336,1263.0,27518.5,679,early 30s,Female,Married,University,Use of Revolving Credit
107417.09,1169.1666666666700,31183.0,678,early 20s,Female,Single,Graduate School,Use of Revolving Credit
214035.33,13795.833333333300,83962.33333333330,663,40,Female,Married,Graduate School,Use of Revolving Credit
133461.08,4550.833333333330,64405.66666666670,677,late 30s,Male,Married,High School,Use of Revolving Credit
123987.586,4000.0,17790.0,671,late 30s,Female,Single,University,Use of Revolving Credit
150911.58,1908.1666666666700,64622.5,683,late 30s,Female,Married,University,Use of Revolving Credit
78671.64,4074.6666666666700,48578.16666666670,669,early 20s,Female,Single,University,Late Payment
449738.5,40534.333333333300,274098.0,732,early 30s,Female,Single,Graduate School,Use of Revolving Credit
190036.53,4866.666666666670,126836.83333333300,684,late 20s,Female,Single,University,Late Payment
68062.34,1000.0,17790.0,664,early 20s,Female,Single,University,Use of Revolving Credit
109508.164,1110.6666666666700,21043.0,665,early 30s,Male,Single,University,Use of Revolving Credit
155932.25,827.0,665.1666666666670,679,40,Female,Married,Graduate School,Late Payment
142283.83,2584.333333333330,59903.66666666670,675,late 30s,Female,Single,University,Use of Revolving Credit
151667.81,2753.1666666666700,3832.3333333333300,678,early 20s,Female,Married,High School,No Consumption
155502.19,2666.6666666666700,74673.83333333330,682,late 20s,Female,Married,University,Use of Revolving Credit
168077.95,1266.6666666666700,8989.833333333330,687,late 30s,Male,Married,Graduate School,Paid In Full
260638.67,3929.3333333333300,4907.5,693,early 30s,Female,Single,Graduate School,No Consumption
213599.98,18505.33333333330,58670.5,661,early 30s,Male,Single,Graduate School,Use of Revolving Credit
48024.234,1579.8333333333300,31333.0,662,40,Male,Married,University,Late Payment
158022.22,3563.6666666666700,30023.0,686,early 30s,Female,Single,Graduate School,Use of Revolving Credit
254856.75,7186.166666666670,166761.66666666700,694,late 20s,Female,Single,Graduate School,Use of Revolving Credit
209532.3,538.6666666666670,591.5,681,40,Female,Married,Graduate School,Paid In Full
108625.5,1482.3333333333300,44990.66666666670,674,early 20s,Female,Single,University,Use of Revolving Credit
212835.33,6509.5,169424.5,681,late 30s,Male,Single,High School,Use of Revolving Credit
122849.92,260.0,318.3333333333330,663,40,Male,Married,University,Late Payment
178656.17,21901.666666666700,66358.0,648,early 20s,Female,Single,University,Use of Revolving Credit
61408.133,1216.6666666666700,22674.5,675,late 30s,Female,Single,University,Late Payment
245773.97,2604.5,2604.5,702,late 30s,Female,Married,Graduate School,No Consumption
259398.45,6440.0,194722.3333333330,681,early 30s,Male,Single,Graduate School,Use of Revolving Credit
235093.45,7383.333333333330,180250.66666666700,681,late 20s,Male,Single,University,Use of Revolving Credit
118562.42,1545.8333333333300,32340.166666666700,669,late 30s,Male,Single,University,Use of Revolving Credit
202851.44,5705.333333333330,140434.5,685,early 30s,Female,Married,University,Use of Revolving Credit
271295.44,12116.833333333300,251031.0,696,early 20s,Female,Single,Graduate School,Late Payment
92888.16,1380.5,3517.333333333330,675,late 30s,Female,Married,High School,Use of Revolving Credit
117891.38,2796.5,24339.166666666700,685,late 20s,Female,Married,University,Late Payment
209130.67,5001.666666666670,131963.66666666700,661,late 30s,Female,Single,Others,Use of Revolving Credit
417876.34,46908.66666666670,46733.66666666670,744,40,Male,Married,Graduate School,Paid In Full
58330.586,1181.6666666666700,25393.166666666700,668,early 20s,Female,Married,High School,Use of Revolving Credit
135631.25,607.1666666666670,19054.666666666700,676,early 30s,Male,Single,Graduate School,Use of Revolving Credit
66667.09,1740.8333333333300,5133.333333333330,666,early 20s,Female,Single,University,Use of Revolving Credit
247081.55,6309.0,152133.0,693,early 30s,Male,Married,Graduate School,Use of Revolving Credit
38160.906,1098.3333333333300,25164.0,667,early 20s,Female,Single,University,Late Payment
140709.14,3350.0,79935.0,675,early 20s,Male,Single,Graduate School,Use of Revolving Credit
146645.69,325.0,325.0,679,late 20s,Male,Single,Graduate School,Late Payment
98646.625,1633.3333333333300,26812.5,664,40,Female,Married,High School,Use of Revolving Credit
180268.4,5700.0,136852.5,696,early 30s,Female,Married,Graduate School,Late Payment
198140.03,4260.166666666670,110592.0,695,late 20s,Female,Married,University,Use of Revolving Credit
112349.305,3533.333333333330,71361.5,668,early 20s,Female,Single,University,Use of Revolving Credit
229482.56,5721.0,121419.0,691,early 30s,Male,Single,Graduate School,Use of Revolving Credit
93365.43,1466.6666666666700,25765.33333333330,674,early 20s,Male,Single,Graduate School,Late Payment
221118.67,5329.0,150228.16666666700,686,early 30s,Male,Married,University,Use of Revolving Credit
174127.4,8481.5,57007.66666666670,667,late 30s,Male,Single,Graduate School,Use of Revolving Credit
298920.2,9260.333333333330,253534.3333333330,692,late 20s,Female,Single,University,Use of Revolving Credit
184199.9,9397.0,149850.5,676,early 20s,Female,Single,University,Use of Revolving Credit
203783.7,1969.3333333333300,1996.8333333333300,687,early 30s,Female,Single,Graduate School,Paid In Full
161978.92,1729.0,1802.5,681,early 20s,Female,Single,Graduate School,Paid In Full
115453.195,1759.0,40665.333333333300,672,40,Female,Married,University,Late Payment
151017.77,10666.666666666700,27206.0,684,late 30s,Female,Married,University,Use of Revolving Credit
302693.6,7455.666666666670,210687.16666666700,716,early 30s,Female,Married,Graduate School,Late Payment
161204.39,3349.0,72006.16666666670,677,early 30s,Female,Single,University,Use of Revolving Credit
185019.53,9954.0,57713.333333333300,676,late 20s,Female,Single,Graduate School,Use of Revolving Credit
132305.39,4099.833333333330,12482.833333333300,681,late 20s,Female,Married,University,Use of Revolving Credit
139350.6,4250.0,102407.16666666700,671,early 20s,Male,Single,University,Use of Revolving Credit
110716.75,1666.6666666666700,26542.5,642,40,Female,Divorced,University,Late Payment
165084.58,1026.0,1026.0,683,early 20s,Female,Single,Graduate School,Paid In Full
136492.67,1451.1666666666700,29261.33333333330,676,late 20s,Male,Single,Graduate School,Use of Revolving Credit
90716.16,1550.0,28064.5,671,late 20s,Male,Single,University,Late Payment
413817.53,33494.5,295501.0,732,early 30s,Female,Married,University,Use of Revolving Credit
56251.89,1648.5,5697.666666666670,661,early 20s,Male,Single,High School,Late Payment
156647.1,3500.0,77861.5,676,late 20s,Male,Single,Graduate School,Use of Revolving Credit
91503.26,1337.5,16460.666666666700,665,late 20s,Male,Single,University,Use of Revolving Credit
107821.11,918.6666666666670,28293.33333333330,665,late 20s,Male,Single,University,Use of Revolving Credit
447031.3,73178.33333333330,111026.0,788,early 30s,Male,Married,Graduate School,Use of Revolving Credit
172682.75,5786.0,38026.0,692,late 30s,Female,Married,Graduate School,Use of Revolving Credit
323785.78,29217.166666666700,34379.0,720,early 30s,Female,Single,Graduate School,Paid In Full
111133.58,1473.3333333333300,13831.666666666700,671,early 30s,Female,Single,University,Use of Revolving Credit
178380.92,16223.166666666700,68993.0,641,40,Female,Single,High School,Late Payment
219509.55,1932.3333333333300,2121.6666666666700,693,early 30s,Female,Married,Graduate School,Paid In Full
69375.57,1083.3333333333300,13333.333333333300,658,40,Male,Married,University,Use of Revolving Credit
221040.42,7564.5,7981.166666666670,689,early 20s,Male,Single,Graduate School,No Consumption
156442.98,2768.6666666666700,71168.66666666670,680,early 30s,Female,Married,University,Use of Revolving Credit
179239.75,3391.0,99866.16666666670,688,late 20s,Female,Married,University,Use of Revolving Credit
126756.69,4153.166666666670,7755.5,673,late 20s,Female,Married,University,Use of Revolving Credit
125067.69,2601.6666666666700,78359.5,675,40,Male,Married,Graduate School,Late Payment
85981.17,3380.833333333330,8277.5,664,early 20s,Female,Married,University,Use of Revolving Credit
87098.56,1416.6666666666700,14353.0,669,40,Female,Married,High School,Late Payment
383124.5,5105.833333333330,179565.5,721,late 20s,Male,Single,Graduate School,No Consumption
87223.52,696.6666666666670,4927.833333333330,668,early 20s,Male,Single,Graduate School,Use of Revolving Credit
115977.57,2834.5,72701.5,672,early 20s,Female,Single,University,Use of Revolving Credit
190316.06,4650.0,147976.66666666700,683,early 30s,Male,Married,University,Late Payment
87629.086,1780.8333333333300,46347.5,666,early 20s,Male,Married,University,Use of Revolving Credit
75228.11,1347.3333333333300,22675.166666666700,670,early 20s,Female,Married,University,Use of Revolving Credit
113945.12,1461.3333333333300,31928.0,668,late 20s,Male,Single,University,Use of Revolving Credit
162345.36,3140.1666666666700,78148.66666666670,681,early 30s,Female,Married,University,Use of Revolving Credit
102386.96,565.0,3141.1666666666700,664,early 30s,Male,Single,University,Use of Revolving Credit
209385.55,3689.1666666666700,4388.333333333330,681,40,Male,Married,Graduate School,Paid In Full
77327.42,1935.1666666666700,46378.833333333300,670,late 20s,Male,Single,University,Late Payment
95571.61,1133.3333333333300,19066.5,674,early 20s,Female,Single,Graduate School,Use of Revolving Credit
131001.67,2662.333333333330,86421.66666666670,686,late 30s,Male,Married,University,Late Payment
152098.17,2169.6666666666700,63771.0,686,late 20s,Female,Married,University,Use of Revolving Credit
112056.805,801.3333333333330,2506.833333333330,671,late 30s,Female,Single,University,Use of Revolving Credit
337594.88,12478.333333333300,285407.5,702,early 30s,Female,Married,University,Use of Revolving Credit
166799.84,6043.666666666670,11732.833333333300,675,late 20s,Male,Single,Graduate School,Use of Revolving Credit
329059.06,11901.666666666700,250548.3333333330,704,late 20s,Female,Single,Graduate School,Use of Revolving Credit
283545.94,10462.666666666700,269730.1666666670,692,early 20s,Female,Single,Graduate School,Late Payment
224176.0,100.0,100.0,685,late 20s,Male,Single,Graduate School,No Consumption
170606.36,3101.0,89644.66666666670,676,early 30s,Male,Single,University,Use of Revolving Credit
104342.93,1407.6666666666700,16835.5,659,40,Male,Married,University,Use of Revolving Credit
323268.6,9083.333333333330,249093.8333333330,704,late 20s,Female,Single,Graduate School,Use of Revolving Credit
123450.49,2500.5,26754.33333333330,670,40,Female,Married,University,Use of Revolving Credit
120397.89,1251.6666666666700,27078.5,679,late 30s,Female,Married,University,Use of Revolving Credit
124110.8,2333.333333333330,13947.333333333300,668,early 30s,Male,Single,University,Use of Revolving Credit
73566.07,1608.3333333333300,15224.0,673,early 20s,Female,Married,University,Use of Revolving Credit
132171.6,3851.1666666666700,49924.833333333300,679,late 30s,Male,Married,High School,Use of Revolving Credit
101738.37,516.6666666666670,3039.0,681,early 30s,Female,Married,University,Paid In Full
245973.84,7166.666666666670,173783.5,684,late 30s,Male,Single,Graduate School,Use of Revolving Credit
118394.516,2341.5,20826.666666666700,669,late 30s,Male,Single,University,Use of Revolving Credit
168510.56,9116.666666666670,50054.0,682,late 30s,Female,Married,University,Use of Revolving Credit
152370.16,2052.6666666666700,45096.333333333300,672,40,Male,Married,Graduate School,Use of Revolving Credit
122254.35,3083.333333333330,58755.333333333300,668,40,Female,Married,University,Use of Revolving Credit
164177.27,3400.333333333330,75138.33333333330,683,early 30s,Female,Married,University,Use of Revolving Credit
70897.17,2124.0,5023.166666666670,660,early 20s,Male,Single,University,Use of Revolving Credit
110507.89,1583.3333333333300,8719.666666666670,666,40,Female,Married,University,Use of Revolving Credit
111917.0,2333.333333333330,27721.33333333330,640,40,Male,Married,Others,Use of Revolving Credit
142230.2,4711.666666666670,9725.166666666670,679,early 30s,Male,Single,Graduate School,Use of Revolving Credit
120208.83,3878.6666666666700,100902.0,685,early 20s,Female,Married,University,Late Payment
235085.38,20231.0,59557.833333333300,706,late 30s,Female,Married,University,Use of Revolving Credit
46665.65,1233.3333333333300,27708.666666666700,676,early 30s,Female,Married,High School,Late Payment
206718.69,9666.666666666670,150777.66666666700,684,late 30s,Male,Single,High School,Use of Revolving Credit
87124.35,4293.166666666670,5855.166666666670,676,late 30s,Female,Single,High School,Late Payment
103842.68,3523.333333333330,56503.5,671,early 20s,Female,Single,University,Use of Revolving Credit
224085.28,6143.5,7592.833333333330,695,late 20s,Female,Single,Graduate School,Paid In Full
157706.03,3746.3333333333300,6134.666666666670,687,early 30s,Female,Single,Graduate School,Use of Revolving Credit
95053.61,1416.6666666666700,47948.333333333300,671,early 20s,Female,Single,University,Use of Revolving Credit
169866.98,4250.0,86416.83333333330,682,late 30s,Female,Single,University,Use of Revolving Credit
88846.93,2358.1666666666700,5787.333333333330,672,late 30s,Female,Single,University,Late Payment
207076.14,271.6666666666670,325.6666666666670,680,early 30s,Male,Married,University,No Consumption
23556.354,1250.0,27689.666666666700,667,early 20s,Female,Single,University,Late Payment
130711.94,2755.6666666666700,35108.5,673,40,Female,Married,University,Use of Revolving Credit
85649.914,2681.6666666666700,35992.333333333300,665,early 20s,Male,Single,University,Use of Revolving Credit
157200.34,4077.5,63002.66666666670,696,late 20s,Male,Single,Graduate School,Late Payment
82469.27,1025.0,7003.166666666670,676,late 30s,Male,Married,University,Late Payment
95287.234,1367.3333333333300,30984.33333333330,673,early 30s,Female,Married,High School,Use of Revolving Credit
147472.81,3666.6666666666700,78527.16666666670,669,40,Female,Married,University,Use of Revolving Credit
189754.53,3362.0,3201.6666666666700,684,early 30s,Female,Married,University,Paid In Full
164794.7,4866.666666666670,86803.66666666670,681,early 30s,Female,Married,University,Use of Revolving Credit
